Year,Quarter,State,Registered_Users,App_Opens
2024,3,dadra & nagar haveli & daman & diu,627815,5429299
2024,3,meghalaya,548502,292472944
2024,3,andaman & nicobar islands,172473,19554846
2024,3,haryana,18527288,701589813
2024,3,rajasthan,35583171,5335171033
2024,3,ladakh,194146,68575933
2024,3,punjab,10978782,719085996
2024,3,assam,10098778,855216106
2024,3,jharkhand,11771265,1330121440
2024,3,odisha,17966648,1596145813
2024,3,bihar,31899315,692875087
2024,3,kerala,13271613,127705188
2024,3,karnataka,44548391,2731726058
2024,3,chandigarh,700398,3757821
2024,3,telangana,30776242,1397303246
2024,3,himachal pradesh,2953068,277032020
2024,3,west bengal,33612828,709864323
2024,3,gujarat,29082108,2873083540
2024,3,sikkim,312311,18246210
2024,3,nagaland,446969,73710120
2024,3,mizoram,224952,109786827
2024,3,chhattisgarh,10290502,1469220234
2024,3,jammu & kashmir,4161840,376570012
2024,3,goa,1114034,49958844
2024,3,arunachal pradesh,687168,210856966
2024,3,delhi,18444617,111680825
2024,3,uttarakhand,5423770,414813742
2024,4,puducherry,646158,30724911
2024,4,tamil nadu,33966610,2229881172
2024,4,uttar pradesh,70474113,5080900941
2024,4,madhya pradesh,32876660,2492103990
2024,4,andhra pradesh,29984431,1866359979
2024,4,tripura,948916,56659293
2024,4,lakshadweep,11769,1797824
2024,4,manipur,616995,32146128
2024,4,maharashtra,71807805,5042420660
2024,4,dadra & nagar haveli & daman & diu,644550,41947714
2024,4,meghalaya,571272,44407767
2024,4,andaman & nicobar islands,178788,18691683
2024,4,haryana,19051114,1381829141
2024,4,rajasthan,36828375,2764744237
2024,4,ladakh,193724,9881580
2024,4,punjab,11308453,774697562
2024,4,assam,10480927,775169459
2024,4,jharkhand,12212421,1018664763
2024,4,odisha,18611196,1034390206
2024,4,bihar,33345285,2527843258
2024,4,kerala,13689387,873737766
2024,4,karnataka,45917653,3091599006
2024,4,chandigarh,721216,37265017
2024,4,telangana,31726856,2014592558
2024,4,himachal pradesh,3040819,168576863
2024,4,west bengal,34750181,1994940763
2024,4,gujarat,29861641,2406424143
2024,4,sikkim,320748,18490840
2024,4,nagaland,463523,25389015
2024,4,mizoram,234527,12467831
2024,4,chhattisgarh,10651135,869239311
2024,4,jammu & kashmir,4288583,246569412
2024,4,goa,1143332,78430745
2024,4,arunachal pradesh,710879,46627582
2024,4,delhi,18900488,952556492
2024,4,uttarakhand,5575922,354208067
2024,1,puducherry,631663,3299001
2024,1,tamil nadu,30638750,1089065562
2024,1,uttar pradesh,56028765,3113045884
2024,1,madhya pradesh,28238554,4395383187
2024,1,andhra pradesh,34008709,1080185103
2024,1,tripura,842135,81407836
2024,1,lakshadweep,8578,645375
2024,1,manipur,589568,59758762
2024,1,maharashtra,68016876,3226964743
2024,1,dadra & nagar haveli & daman & diu,615863,5967100
2024,1,meghalaya,365452,207128767
2024,1,andaman & nicobar islands,108411,28538751
2024,1,haryana,18248263,356852975
2024,1,rajasthan,33505514,4728118557
2024,1,ladakh,130070,16503075
2024,1,punjab,10286964,448478973
2024,1,assam,6510156,1381009332
2024,1,jharkhand,10118149,1389086946
2024,1,odisha,17393166,1247351109
2024,1,bihar,26765201,945228349
2024,1,kerala,12553296,173276966
2024,1,karnataka,43668141,2186015502
2024,1,chandigarh,754849,2680802
2024,1,telangana,31082447,933319286
2024,1,himachal pradesh,3050141,231634797
2024,1,west bengal,31306843,633526507
2024,1,gujarat,27381972,2391800188
2024,1,sikkim,293821,19584360
2024,1,nagaland,398630,46485081
2024,1,mizoram,165126,50294364
2024,1,chhattisgarh,8394140,1290951432
2024,1,jammu & kashmir,2195803,342579321
2024,1,goa,1035050,31168316
2024,1,arunachal pradesh,482393,143597043
2024,1,delhi,19067147,80302941
2024,1,uttarakhand,5202251,264812749
2022,2,puducherry,471663,3830290
2022,2,tamil nadu,22829720,740265406
2022,2,uttar pradesh,41247289,947480495
2022,2,madhya pradesh,20766417,1902866132
2022,2,andhra pradesh,25157264,1378736856
2022,2,tripura,615782,21343111
2022,2,lakshadweep,6327,38450
2022,2,manipur,434563,26236900
2022,2,maharashtra,50802786,2492946019
2022,2,dadra & nagar haveli & daman & diu,449016,3886292
2022,2,meghalaya,269943,27458992
2022,2,andaman & nicobar islands,80530,5180013
2022,2,haryana,13576065,236091309
2022,2,rajasthan,24716181,2771434947
2022,2,ladakh,97517,14768129
2022,2,punjab,7702100,138965337
2022,2,assam,4755787,339929089
2022,2,jharkhand,7426174,379053485
2022,2,odisha,12801990,670311093
2022,2,bihar,19569894,348588438
2022,2,kerala,9442533,98876392
2022,2,karnataka,32831447,2065359837
2022,2,chandigarh,569582,2285979
2022,2,telangana,23314363,1276259370
2022,2,himachal pradesh,2264407,102488683
2022,2,west bengal,23124388,250276369
2022,2,gujarat,20321596,609943436
2022,2,sikkim,220994,16993937
2022,2,nagaland,292104,28652431
2022,2,mizoram,121535,16646550
2022,2,chhattisgarh,6238349,501411120
2022,2,jammu & kashmir,1635570,89986310
2022,2,goa,777779,19062157
2022,2,arunachal pradesh,354528,49889518
2022,2,delhi,14260143,52553080
2022,2,uttarakhand,3877056,156465685
2022,3,puducherry,496570,4186911
2022,3,tamil nadu,24019964,866738343
2022,3,uttar pradesh,43537920,1035702397
2022,3,madhya pradesh,21884220,2026371749
2022,3,andhra pradesh,26496330,1357005703
2022,3,tripura,649143,24123569
2022,3,lakshadweep,6645,18111
2022,3,manipur,457063,26011343
2022,3,maharashtra,53432602,2638663712
2022,3,dadra & nagar haveli & daman & diu,474807,3837881
2022,3,meghalaya,283487,32596135
2022,3,andaman & nicobar islands,84642,6068354
2022,3,haryana,14303933,265475161
2022,3,rajasthan,26042948,3299787866
2022,3,ladakh,102299,19734781
2022,3,punjab,8097582,154625731
2022,3,assam,5016910,410760707
2022,3,jharkhand,7836429,414228860
2022,3,odisha,13493282,725475924
2022,3,bihar,20694376,336807385
2022,3,kerala,9933977,104565833
2022,3,karnataka,34493994,2148016434
2022,3,chandigarh,598698,2173356
2022,3,telangana,24506111,1255597644
2022,3,himachal pradesh,2381576,108832538
2022,3,west bengal,24372048,256445748
2022,3,gujarat,21394721,699121904
2022,3,sikkim,232025,18748536
2022,3,nagaland,307386,31229366
2022,3,mizoram,127735,15557163
2022,3,chhattisgarh,6562237,543206487
2022,3,jammu & kashmir,1719185,109346235
2022,3,goa,817830,19712764
2022,3,arunachal pradesh,373372,59722628
2022,3,delhi,15009523,49919498
2022,3,uttarakhand,4081976,152803850
2022,4,puducherry,520649,24144184
2022,4,tamil nadu,25136112,1229187623
2022,4,uttar pradesh,45648650,1682003791
2022,4,madhya pradesh,22913924,1388282818
2022,4,andhra pradesh,27778016,1673374802
2022,4,tripura,678741,16107610
2022,4,lakshadweep,6961,72377
2022,4,manipur,477292,12462732
2022,4,maharashtra,55954028,2982202696
2022,4,dadra & nagar haveli & daman & diu,500125,24066770
2022,4,meghalaya,295322,10105924
2022,4,andaman & nicobar islands,88442,4354093
2022,4,haryana,14994944,556898878
2022,4,rajasthan,27255927,1537424924
2022,4,ladakh,106337,3832339
2022,4,punjab,8462753,199899443
2022,4,assam,5247776,248781157
2022,4,jharkhand,8217638,396098729
2022,4,odisha,14127239,726099254
2022,4,bihar,21738117,834827202
2022,4,kerala,10382102,346981849
2022,4,karnataka,36081698,3011645011
2022,4,chandigarh,627563,15308862
2022,4,telangana,25656381,1731228513
2022,4,himachal pradesh,2483076,72355717
2022,4,west bengal,25536381,678066327
2022,4,gujarat,22412353,790984595
2022,4,sikkim,241968,8948864
2022,4,nagaland,321205,11171582
2022,4,mizoram,132870,3144551
2022,4,chhattisgarh,6846822,354976814
2022,4,jammu & kashmir,1793434,60205865
2022,4,goa,855202,43005212
2022,4,arunachal pradesh,390307,21775038
2022,4,delhi,15764149,401864749
2022,4,uttarakhand,4272049,160685547
2022,1,puducherry,448051,3938657
2022,1,tamil nadu,21667020,638490275
2022,1,uttar pradesh,38999692,836926025
2022,1,madhya pradesh,19656147,1678266475
2022,1,andhra pradesh,23857951,1254785973
2022,1,tripura,582124,19322963
2022,1,lakshadweep,5990,45410
2022,1,manipur,411900,22637747
2022,1,maharashtra,48227630,2157769514
2022,1,dadra & nagar haveli & daman & diu,424570,3910792
2022,1,meghalaya,255839,23634106
2022,1,andaman & nicobar islands,76288,3847407
2022,1,haryana,12866988,217228467
2022,1,rajasthan,23398857,2570606469
2022,1,ladakh,92492,8902080
2022,1,punjab,7302726,117482807
2022,1,assam,4492589,281642453
2022,1,jharkhand,7025275,331355981
2022,1,odisha,12124779,613855465
2022,1,bihar,18484658,316991599
2022,1,kerala,8972299,94047893
2022,1,karnataka,31200349,1727054045
2022,1,chandigarh,541549,2321685
2022,1,telangana,22150612,1168864524
2022,1,himachal pradesh,2143483,77278278
2022,1,west bengal,21919787,236131065
2022,1,gujarat,19265314,521776939
2022,1,sikkim,209616,12440193
2022,1,nagaland,276483,24206053
2022,1,mizoram,115295,14886657
2022,1,chhattisgarh,5916961,448503438
2022,1,jammu & kashmir,1549320,62115857
2022,1,goa,738628,18678798
2022,1,arunachal pradesh,335339,41418559
2022,1,delhi,13539197,57524153
2022,1,uttarakhand,3674829,115224382
